"Date","Open","High","Low","Close","Volume"
"2024-09-12",21.540000915527344,21.690000534057617,18.510000228881836,19.360000610351562,602124127
"2024-08-30",30.43000030517578,30.709999084472656,18.84000015258789,22.040000915527344,2013019091
"2024-07-31",30.90999984741211,37.15999984741211,30.0049991607666,30.739999771118164,1038556620
"2024-06-28",31.030000686645508,31.479999542236328,29.940000534057617,30.969999313354492,732194117
"2024-05-31",30.170000076293945,32.41999816894531,29.729999542236328,30.850000381469727,903690006
"2024-04-30",44.290000915527344,45.40999984741211,30.420000076293945,30.469999313354492,1162139088
"2024-03-28",43.40999984741211,46.62770080566406,40.56999969482422,44.16999816894531,910889612
"2024-02-29",43.150001525878906,45.27000045776367,41.599998474121094,43.04999923706055,789401473
"2024-01-31",49.20000076293945,50.29999923706055,42.36000061035156,43.08000183105469,1002867671
"2023-12-29",44.36000061035156,51.279998779296875,41.16999816894531,50.25,829550872
"2023-11-30",36.5,45.34000015258789,36.279998779296875,44.70000076293945,807966158
"2023-10-31",35.61000061035156,37.220001220703125,32.14500045776367,36.5,795494542
"2023-09-29",35.790000915527344,40.06809997558594,33.63999938964844,35.54999923706055,841416372
"2023-08-31",35.81999969482422,36.02000045776367,32.02000045776367,35.13999938964844,716172370
"2023-07-31",33.540000915527344,37.189998626708984,31.3799991607666,35.77000045776367,791861471
"2023-06-30",31.799999237060547,37.11000061035156,29.69499969482422,33.439998626708984,1065522382
"2023-05-31",31.110000610351562,32.290000915527344,26.854999542236328,31.440000534057617,968066673
"2023-04-28",32.939998626708984,33.84000015258789,28.510000228881836,31.059999465942383,728910112
"2023-03-31",25.030000686645508,32.900001525878906,24.969999313354492,32.66999816894531,1193689535
"2023-02-28",27.889999389648438,31.170000076293945,24.729999542236328,24.93000030517578,880351327
"2023-01-31",27.045000076293945,30.489999771118164,26.3700008392334,28.260000228881836,840843151
"2022-12-30",30.239999771118164,30.479999542236328,25.350000381469727,26.43000030517578,758549634
"2022-11-30",28.799999237060547,31.334999084472656,27.170000076293945,30.06999969482422,788939892
