"Date","Open","High","Low","Close","Volume"
"2024-09-12",201.91000366210938,212.64999389648438,199.3350067138672,211.61000061035156,30497412
"2024-08-30",192.80999755859375,202.1699981689453,181.80999755859375,202.1300048828125,62771541
"2024-07-31",173.4499969482422,196.25,173.3800048828125,192.13999938964844,54118424
"2024-06-28",166.5399932861328,178.4600067138672,163.52999877929688,172.9499969482422,66296083
"2024-05-31",165.69000244140625,175.38999938964844,162.64999389648438,166.85000610351562,61331480
"2024-04-30",190.,193.27999877929688,165.25999450683594,166.1999969482422,69768452
"2024-03-28",185.49000549316406,199.17999267578125,185.2899932861328,190.9600067138672,52933253
"2024-02-29",183.6300048828125,188.9499969482422,178.75,185.02999877929688,39264306
"2024-01-31",162.8300018310547,196.88999938964844,157.89999389648438,183.66000366210938,52628799
"2023-12-29",158.41000366210938,166.33999633789062,158.,163.5500030517578,41608685
"2023-11-30",145.,158.58999633789062,144.47000122070312,158.55999755859375,25835497
"2023-10-31",140.0399932861328,144.75,135.8699951171875,144.63999938964844,38989196
"2023-09-29",147.25999450683594,151.92999267578125,139.61000061035156,140.3000030517578,82806487
"2023-08-31",144.25,147.7270050048828,139.75999450683594,146.8300018310547,84274205
"2023-07-31",133.4199981689453,144.60499572753906,131.5500030517578,144.17999267578125,85778938
"2023-06-30",128.44000244140625,139.468994140625,127.77999877929688,133.80999755859375,101302917
"2023-05-31",126.3499984741211,130.07000732421875,120.55000305175781,128.58999633789062,96214788
"2023-04-28",130.97000122070312,132.61000061035156,124.55999755859375,126.41000366210938,83680219
"2023-03-31",128.89999389648438,131.47999572753906,121.70999908447266,131.08999633789062,138093084
"2023-02-28",134.49000549316406,137.38999938964844,128.86000061035156,129.3000030517578,76080679
"2023-01-31",141.10000610351562,147.17999267578125,132.97999572753906,134.72999572753906,105576019
"2022-12-30",149.97999572753906,153.2100067138672,137.19500732421875,140.88999938964844,86426226
"2022-11-30",138.25,150.4600067138672,133.97000122070312,148.89999389648438,93620235
"2022-10-31",120.16000366210938,138.86099243164062,115.54499816894531,138.2899932861328,113480787
"2022-09-30",128.39999389648438,130.99000549316406,118.61000061035156,118.80999755859375,87267136
"2022-08-31",130.75,139.33999633789062,128.39999389648438,128.4499969482422,77424007
"2022-07-29",141.,141.8699951171875,125.12999725341797,130.7899932861328,129801061
"2022-06-30",139.6699981689453,144.72999572753906,132.85000610351562,141.19000244140625,105815743
"2022-05-31",133.,139.8300018310547,125.80000305175781,138.83999633789062,113226528
"2022-04-29",129.66000366210938,141.8800048828125,124.91000366210938,132.2100067138672,107687897
"2022-03-31",122.66999816894531,133.0800018310547,120.69999694824219,130.02000427246094,96574253
"2022-02-28",133.75999450683594,138.82000732421875,118.80999755859375,122.51000213623047,98535967
"2022-01-31",134.07000732421875,142.1999969482422,124.19300079345703,133.57000732421875,147278350
"2021-12-31",118.25,134.99000549316406,116.55999755859375,133.66000366210938,113976826
"2021-11-30",119.44300079345703,124.77999877929688,114.55999755859375,117.0999984741211,119383279
"2021-10-29",134.67799377441406,139.45399475097656,119.03299713134766,119.49099731445312,144097758
"2021-09-30",133.70399475097656,134.26699829101562,126.8270034790039,132.7010040283203,76644238
"2021-08-31",135.10800170898438,138.21200561523438,131.05799865722656,134.04800415039062,69688548
"2021-07-30",140.37100219726562,140.88699340820312,130.1020050048828,134.63999938964844,110639111
"2021-06-30",138.49899291992188,145.98699951171875,136.6269989013672,140.01800537109375,84448985
"2021-05-28",137.36199951171875,141.8560028076172,134.6020050048828,137.2949981689453,97960800
"2021-04-30",127.76300048828125,142.0709991455078,124.53399658203125,135.5189971923828,122920494
"2021-03-31",114.9540023803711,130.9239959716797,113.43000030517578,127.28500366210938,127967821
"2021-02-26",114.52400207519531,118.7750015258789,112.8239974975586,113.5979995727539,106727235
"2021-01-29",120.20700073242188,126.31099700927734,112.0979995727539,113.7699966430664,176189107
"2020-12-31",118.34500122070312,121.96499633789062,116.26300048828125,120.23600006103516,102831729
